aX, aY, aZ, gX, gY, gZ, mX, mY, mZ
-0.1139,0.3656,1.2921,-5.5542,12.6343,-76.5991,9.7900,-25.4883,-5.2734
-0.1141,0.4883,1.4158,0.0610,16.9067,-78.7964,9.7900,-25.4883,-5.2734
-0.1206,0.5458,1.3927,3.9062,22.2168,-82.6416,9.7900,-25.4883,-5.2734
-0.1294,0.6110,1.3188,4.0283,32.4097,-93.8721,9.7900,-25.4883,-5.2734
-0.1381,0.6053,1.0892,6.0425,35.8887,-101.4404,11.4624,-23.4375,-4.3091
-0.1178,0.5052,0.9707,9.7656,37.9639,-109.4971,11.4624,-23.4375,-4.3091
-0.1038,0.3632,0.8752,12.2070,39.1846,-116.8213,11.4624,-23.4375,-4.3091
-0.0811,0.2100,0.7814,14.5264,39.1846,-127.3804,11.4624,-23.4375,-4.3091
-0.0292,-0.1592,0.5912,14.7705,37.7808,-130.2490,11.4624,-23.4375,-4.3091
-0.0048,-0.3192,0.5166,12.9395,35.2173,-131.3477,10.6567,-19.9463,-3.9551
0.0314,-0.4570,0.4739,9.5215,31.7993,-129.3335,10.6567,-19.9463,-3.9551
0.1099,-0.7908,0.4999,9.8267,22.8271,-126.7090,10.6567,-19.9463,-3.9551
0.1490,-0.9684,0.5664,12.5732,18.6768,-122.6196,10.6567,-19.9463,-3.9551
0.1805,-1.1306,0.6379,14.6484,15.1978,-110.2905,10.6567,-19.9463,-3.9551
0.2233,-1.4521,0.7041,17.2729,12.0239,-102.2339,9.0454,-18.2495,-3.7231
0.2296,-1.5677,0.7108,14.7705,11.1084,-93.0176,9.0454,-18.2495,-3.7231
0.2341,-1.6530,0.7230,11.1694,8.9111,-71.7773,9.0454,-18.2495,-3.7231
0.2576,-1.7413,0.8036,7.7515,7.6294,-60.0586,9.0454,-18.2495,-3.7231
0.2716,-1.7400,0.8466,9.0332,6.5918,-48.0957,7.6782,-17.9077,-3.8696
0.2784,-1.7062,0.8717,11.2915,5.9814,-24.2310,7.6782,-17.9077,-3.8696
0.2911,-1.5006,0.9061,12.0850,5.8594,-12.8174,7.6782,-17.9077,-3.8696
0.3065,-1.3760,0.9058,12.5732,6.0425,-3.1738,7.6782,-17.9077,-3.8696
0.3115,-1.2544,0.8822,9.0942,5.8594,13.9160,7.6782,-17.9077,-3.8696
0.3136,-0.9905,0.8365,6.7139,5.0049,21.4233,7.8979,-17.6636,-4.8340
0.3187,-0.8359,0.8547,5.3711,3.9673,28.0762,7.8979,-17.6636,-4.8340
0.3303,-0.6603,0.8790,4.8218,1.8311,38.2690,7.8979,-17.6636,-4.8340
0.3208,-0.3055,0.9119,0.7324,1.0376,40.6494,7.8979,-17.6636,-4.8340
0.3214,-0.1711,0.9255,0.8545,0.5493,41.5039,8.3862,-17.9810,-4.3579
