aX, aY, aZ, gX, gY, gZ, mX, mY, mZ
0.0817,0.1791,0.6732,-20.9961,65.6738,8.6060,2.7954,-28.8696,-4.9072
0.0896,0.1881,0.6233,-19.8364,48.7671,8.4839,2.7954,-28.8696,-4.9072
0.1184,0.2317,0.5780,-19.7754,59.7534,8.3618,2.7954,-28.8696,-4.9072
0.1240,0.2787,0.5970,-21.9727,57.1899,8.1787,3.8452,-29.2847,-4.3335
0.1245,0.3309,0.6272,-23.6816,55.0537,7.8125,3.8452,-29.2847,-4.3335
0.1179,0.3687,0.6526,-21.7285,51.1475,5.2490,3.8452,-29.2847,-4.3335
0.0957,0.4628,0.7302,-21.0571,49.9268,3.3569,3.8452,-29.2847,-4.3335
0.0890,0.4944,0.7797,-19.1650,49.1333,0.7935,3.8452,-29.2847,-4.3335
0.0962,0.5065,0.8372,-14.0381,49.2554,-4.3335,4.6997,-29.9194,-3.5767
0.1144,0.5011,0.8857,-10.3149,50.5371,-6.9580,4.6997,-29.9194,-3.5767
0.1202,0.4703,0.8512,-5.5542,51.8799,-9.5825,4.6997,-29.9194,-3.5767
0.1224,0.4316,0.8123,-0.8545,54.1382,-13.5498,4.6997,-29.9194,-3.5767
0.1392,0.3883,0.6896,-0.9766,55.0537,-14.7095,6.2378,-29.8584,-2.8076
0.1449,0.3981,0.6281,-2.1973,54.9316,-15.7471,6.2378,-29.8584,-2.8076
0.1472,0.4260,0.5825,-2.8076,52.7954,-17.0898,6.2378,-29.8584,-2.8076
0.1807,0.5088,0.4955,-0.0610,50.3540,-18.2495,6.2378,-29.8584,-2.8076
